,instance,execution,initial_construction_time,local_search_time,total_time,z_value
33,11,1,7.999996887519956e-05,5.038400700024795,5.03848069999367,699.7089825066188
34,11,2,9.779998799785972e-05,7.355976599967107,7.356074399955105,676.8363849424127
35,11,3,5.909998435527086e-05,7.2915024000103585,7.291561499994714,671.896044968717
36,12,1,0.0001170000177808106,6.824245499970857,6.824362499988638,639.7817676138138
37,12,2,0.00016709999181330204,9.4893604000099,9.489527500001714,600.3653166120378
38,12,3,7.850001566112041e-05,5.964524500013795,5.964603000029456,619.5590552685932
39,13,1,7.82000133767724e-05,9.10436800000025,9.104446200013626,543.9322840769598
40,13,2,0.00010130001464858651,5.5485727999475785,5.548674099962227,583.4816704739226
41,13,3,4.6600005589425564e-05,6.470558399974834,6.470604999980424,545.1519487037416
42,14,1,5.129998316988349e-05,6.436333599966019,6.436384899949189,636.6288907947301
43,14,2,4.3199979700148106e-05,6.537531899986789,6.537575099966489,632.4138795041926
44,14,3,4.8399961087852716e-05,7.395677599997725,7.395725999958813,622.5159549481306
45,15,1,6.859999848529696e-05,6.784433100023307,6.784501700021792,573.9991405468313
46,15,2,7.890001870691776e-05,5.55416909995256,5.554247999971267,594.0101890462352
47,15,3,6.019999273121357e-05,3.7960491999983788,3.79610939999111,572.8288207417346
48,16,1,5.689996760338545e-05,5.001705899951048,5.001762799918652,605.1797132409512
49,16,2,4.9099966417998075e-05,6.007411099970341,6.007460199936759,590.9601276792711
50,16,3,4.700000863522291e-05,4.360001599998213,4.360048600006849,600.1930523624656
51,17,1,7.289997301995754e-05,6.378207899979316,6.378280799952336,574.9410910828141
52,17,2,3.6999990697950125e-05,4.122494499955792,4.12253149994649,550.4757177116514
53,17,3,4.099996294826269e-05,5.784884100023191,5.78492509998614,524.4041183611104
54,18,1,7.740000728517771e-05,7.548793499998283,7.548870900005568,680.9752313667827
55,18,2,5.91999851167202e-05,4.880509499984328,4.880568699969444,689.6306543644023
56,18,3,0.00011470000026747584,5.789457100036088,5.789571800036356,725.8125009637162
57,19,1,6.550003308802843e-05,7.217545900028199,7.217611400061287,704.7074635885932
58,19,2,7.840001489967108e-05,7.399120600020979,7.399199000035878,712.1620492227416
59,19,3,6.079999729990959e-05,7.662253099959344,7.662313899956644,668.5135263784575
60,20,1,9.950000094249845e-05,4.871772199985571,4.871871699986514,584.065319233997
61,20,2,9.23000043258071e-05,6.935421400004998,6.935513700009324,634.4290675352647
62,20,3,6.890000076964498e-05,7.805700300028548,7.805769200029317,565.5434877432536
63,21,1,0.00013689999468624592,7.998195099993609,7.998331999988295,701.6347157408254
64,21,2,5.0799979362636805e-05,4.6337740999879315,4.633824899967294,778.6610602865142
65,21,3,8.680002065375447e-05,7.514744999993127,7.514831800013781,737.6404002049105
