,instance,execution,initial_construction_time,local_search_time,total_time,z_value
0,22,1,0.00010310002835467458,5.684313600009773,5.684416700038128,681.8400002244684
1,22,2,5.6399963796138763e-05,8.36016009998275,8.360216499946546,640.6662499953653
2,22,3,6.240000948309898e-05,5.79951570002595,5.799578100035433,600.0322812252247
3,23,1,0.00010320002911612391,5.473817499994766,5.473920700023882,644.860090445419
4,23,2,5.7800032664090395e-05,5.57809600001201,5.578153800044674,625.2840133579211
5,23,3,5.3499999921768904e-05,3.8158148000366054,3.815868300036527,609.6079370110328
6,24,1,6.310001481324434e-05,7.560803200001828,7.560866300016642,616.4559662699277
7,24,2,0.00017770001431927085,4.895281800010707,4.8954595000250265,650.097724814139
8,24,3,7.650000043213367e-05,7.5169779999996535,7.517054500000086,565.1945353990167
9,25,1,6.819999543949962e-05,5.842037499998696,5.842105699994136,664.0117648683319
10,25,2,6.749999010935426e-05,6.4316885999869555,6.431756099977065,667.6303055244719
11,25,3,6.3000014051795e-05,9.088556400034577,9.088619400048628,662.9896857731657
12,26,1,7.299997378140688e-05,4.216623399988748,4.2166963999625295,521.7734773181372
13,26,2,4.8099958803504705e-05,5.0298246999736875,5.029872799932491,521.3763631670548
14,26,3,6.10999995842576e-05,5.221725600014906,5.221786700014491,546.0167693815836
15,27,1,6.609997944906354e-05,7.028005000029225,7.028071100008674,590.9758580608293
16,27,2,6.790005136281252e-05,12.262652400007937,12.2627203000593,597.4938948055369
17,27,3,0.00010699999984353781,6.682243400020525,6.682350400020368,627.0828225325644
18,28,1,4.859996261075139e-05,4.51775150001049,4.517800099973101,562.996489390264
19,28,2,4.3000036384910345e-05,6.344146299990825,6.34418930002721,562.3290649770748
20,28,3,9.980000322684646e-05,9.106789100042079,9.106888900045305,571.7868254316056
21,29,1,6.0999998822808266e-05,6.756953400035854,6.757014400034677,531.2939851285959
22,29,2,4.75000124424696e-05,9.316473199985921,9.316520699998364,536.290653013745
23,29,3,4.88999648950994e-05,4.341007399954833,4.341056299919728,517.742662342565
24,30,1,5.6200020480901e-05,7.135544599965215,7.135600799985696,665.9668933698387
25,30,2,4.4199987314641476e-05,6.474523399956524,6.474567599943839,673.5009022117274
26,30,3,5.2099989261478186e-05,8.095593799953349,8.09564589994261,673.7399025669756
27,31,1,6.220000796020031e-05,5.755901199998334,5.755963400006294,596.1894782630785
28,31,2,7.309997454285622e-05,4.471359899966046,4.471432999940589,660.6816915434741
29,31,3,5.250005051493645e-05,4.413123200007249,4.413175700057764,600.8136223006253
30,32,1,6.819999543949962e-05,5.146914699987974,5.1469828999834135,625.9771743497354
31,32,2,7.269997149705887e-05,5.912291400018148,5.912364099989645,584.6200696174767
32,32,3,9.139999747276306e-05,5.613667799974792,5.6137591999722645,561.0832499492304
