,instance,execution,initial_construction_time,local_search_time,total_time,z_value
0,33,1,0.00017720001051202416,8.897397699998692,8.897574900009204,615.3262310641669
1,33,2,7.339997682720423e-05,6.694847800012212,6.6949211999890395,661.0429876254166
2,33,3,4.880002234131098e-05,6.525719300028868,6.525768100051209,638.9272412946899
3,34,1,0.00012119999155402184,6.370646999974269,6.370768199965823,655.6142875664274
4,34,2,4.599994281306863e-05,7.723793699988164,7.723839699930977,626.7976101993792
5,34,3,4.4599990360438824e-05,7.896052299998701,7.896096899989061,661.7078652930278
6,35,1,8.219998562708497e-05,5.65142490004655,5.651507100032177,643.274240487666
7,35,2,4.870002157986164e-05,5.675961600034498,5.6760103000560775,590.7879253263945
8,35,3,5.779997445642948e-05,5.944605600030627,5.9446634000050835,590.7879253263945
9,36,1,0.00010920001659542322,5.435851000016555,5.435960200033151,787.9384960892004
10,36,2,4.600000102072954e-05,8.680274899990764,8.680320899991784,721.6586408330716
11,36,3,3.819999983534217e-05,6.062080200004857,6.062118400004692,655.2393716364335
12,37,1,0.00015609996626153588,6.844859800010454,6.8450158999767154,640.5558298703685
13,37,2,5.189998773857951e-05,5.472569600038696,5.472621500026435,609.2420685600443
14,37,3,9.580003097653389e-05,6.144347299996298,6.144443100027274,603.13086186992
