,instance,execution,initial_construction_time,local_search_time,total_time,z_value
0,38,1,0.00011720001930370927,5.465323199983686,5.46544040000299,633.6874719863108
1,38,2,6.499997107312083e-05,4.319454199983738,4.3195191999548115,653.4133363062576
2,38,3,0.00011209998046979308,9.894865299982484,9.894977399962954,666.9032425747502
3,39,1,6.299995584413409e-05,25.46291860000929,25.462981599965133,623.753894225231
4,39,2,4.800001624971628e-05,6.404955500038341,6.40500350005459,640.3650198565265
5,39,3,5.070003680884838e-05,15.645803400024306,15.645854100061115,623.753894225231
6,40,1,8.79999715834856e-05,13.284246499999426,13.28433449997101,664.2776078798076
7,40,2,6.240000948309898e-05,17.355107499985024,17.355169899994507,686.5988270156156
8,40,3,0.0001412000274285674,14.457455199968535,14.457596399995964,641.4719250859538
9,41,1,0.000132200017105788,8.493843400035985,8.49397560005309,551.4857578908802
10,41,2,4.810001701116562e-05,10.188052300014533,10.188100400031544,518.6289168027997
11,41,3,4.369998350739479e-05,8.760221100004856,8.760264799988363,534.722294025019
12,42,1,7.479998748749495e-05,5.5597827000310645,5.559857500018552,608.7570667345445
13,42,2,4.810001701116562e-05,5.973350899992511,5.973399000009522,520.9758103680713
14,42,3,4.120002267882228e-05,4.860253599996213,4.860294800018892,635.2773946948021
15,43,1,5.089998012408614e-05,5.442601399961859,5.442652299941983,648.5772086513213
16,43,2,3.579998156055808e-05,4.777004899980966,4.777040699962527,607.5903305837514
17,43,3,3.689998993650079e-05,5.144825500028674,5.14486240001861,605.8556425684096
18,44,1,0.0001963000395335257,6.446466299996246,6.446662600035779,593.2573356471471
19,44,2,0.00011520000407472253,4.352532899996731,4.352648100000806,661.4528117747982
20,44,3,7.920002099126577e-05,5.858522000024095,5.858601200045086,650.3142687840997
21,45,1,5.819997750222683e-05,6.285787700035144,6.285845900012646,652.6391213304628
22,45,2,4.539999645203352e-05,5.705632199998945,5.705677599995397,661.2025113081581
23,45,3,4.240003181621432e-05,5.622173900017515,5.622216300049331,658.331654484264
