,instance,execution,initial_construction_time,local_search_time,total_time,z_value
33,11,1,6.669998401775956e-05,7.872804199985694,7.872870899969712,695.6797125476567
34,11,2,7.180002285167575e-05,6.384762100002263,6.384833900025114,691.5839466645014
35,11,3,5.540001438930631e-05,6.397854400041979,6.397909800056368,688.8554292582618
36,12,1,0.00012449995847418904,8.59622720000334,8.596351699961815,607.5348384138351
37,12,2,0.00010689999908208847,5.665119800018147,5.665226700017229,637.8584639687172
38,12,3,0.00015029998030513525,5.774142200010829,5.774292499991134,651.1685065710097
39,13,1,0.00013619998935610056,8.198643600044306,8.198779800033662,572.3960632254405
40,13,2,7.579999510198832e-05,5.778187499963678,5.77826329995878,593.9078922046931
41,13,3,5.9999991208314896e-05,6.432655700016767,6.432715700007975,543.9322840769598
42,14,1,6.059999577701092e-05,7.9024331999826245,7.9024937999784015,636.0032267257235
43,14,2,9.640003554522991e-05,9.465045500022825,9.46514190005837,634.6853169799688
44,14,3,5.420000525191426e-05,5.197435400041286,5.197489600046538,652.5875002984594
45,15,1,8.729996625334024e-05,19.01561549998587,19.015702799952123,587.9490693706459
46,15,2,9.009998757392168e-05,4.50206289999187,4.502152999979444,593.5442910624101
47,15,3,6.049999501556158e-05,25.942306399985682,25.942366899980698,598.3284584154127
48,16,1,0.0002818999928422272,16.062539500009734,16.062821400002576,589.9167282199396
49,16,2,0.00014369998825713992,18.290397999982815,18.290541699971072,635.1063988131748
50,16,3,0.00022079999325796962,10.046549299964681,10.04677009995794,586.6985156646689
51,17,1,5.3099996875971556e-05,11.419179400021676,11.419232500018552,535.8025801926797
52,17,2,0.00013420003233477473,5.764905299991369,5.765039500023704,527.8107222145085
53,17,3,0.0002307999529875815,6.314409999991767,6.314640799944755,498.5715716747227
54,18,1,5.949998740106821e-05,7.203890400007367,7.203949899994768,655.1541006578227
55,18,2,9.700004011392593e-05,7.850246799993329,7.850343800033443,678.1511267047097
56,18,3,8.379999781027436e-05,4.765070600027684,4.765154400025494,665.1755769668567
57,19,1,7.350003579631448e-05,6.681291299988516,6.681364800024312,673.2080157562466
58,19,2,5.370000144466758e-05,9.122208899992984,9.122262599994428,665.1484898122877
59,19,3,6.9500005338341e-05,8.69690450001508,8.696974000020418,663.0392896192169
60,20,1,0.0006608999683521688,4.68869540002197,4.689356299990322,584.065319233997
61,20,2,0.00029769999673590064,8.425027000019327,8.425324700016063,580.2437193695824
62,20,3,9.950000094249845e-05,6.458232600009069,6.458332100010011,584.6201342436818
63,21,1,0.00010770000517368317,6.4201911999844015,6.420298899989575,733.086504426012
64,21,2,4.329998046159744e-05,5.9580362000269815,5.958079500007443,729.5095888288458
65,21,3,0.00010140001541003585,6.834428699978162,6.834530099993572,689.7199483387329
66,22,1,5.560001591220498e-05,4.836301799979992,4.836357399995904,577.4725940435294
67,22,2,5.779997445642948e-05,7.06850510003278,7.068562900007237,583.1319554767321
68,22,3,8.099997648969293e-05,4.790657899982762,4.790738899959251,600.247352740943
69,23,1,0.00016660004621371627,13.824525100004394,13.824691700050607,603.9518744275257
70,23,2,6.569997640326619e-05,9.393330699997023,9.393396399973426,587.8301902427709
71,23,3,4.7399953473359346e-05,4.100328500033356,4.10037589998683,608.2350890341118
72,24,1,0.0002049999893642962,9.618785700004082,9.618990699993446,610.2452206825478
73,24,2,4.6600005589425564e-05,6.133725499967113,6.133772099972703,617.3086551969886
74,24,3,4.349998198449612e-05,8.38947759999428,8.389521099976264,639.0653612069026
75,25,1,0.00010409997776150703,6.8665960999787785,6.86670019995654,658.3491634828158
76,25,2,5.029997555539012e-05,4.0444616000168025,4.044511899992358,738.1076094965106
77,25,3,5.520001286640763e-05,5.836905800038949,5.836961000051815,704.936455469023
78,26,1,5.740002961829305e-05,3.5024512000381947,3.502508600067813,537.6391604901683
79,26,2,4.429998807609081e-05,4.304934800020419,4.304979100008495,558.1236874577652
80,26,3,4.39999857917428e-05,5.924824999994598,5.92486899998039,568.233015237713
81,27,1,5.979998968541622e-05,10.403049300017301,10.403109100006986,594.8393856879594
82,27,2,0.00011409999569877982,8.706832199997734,8.706946299993433,605.5215945056967
83,27,3,0.00010140001541003585,7.327328100043815,7.327429500059225,599.4636766050154
84,28,1,7.35999783501029e-05,6.151524099987,6.15159769996535,566.1046365200605
85,28,2,5.789997521787882e-05,4.569640199944843,4.5696980999200605,590.8430926933231
86,28,3,4.0300015825778246e-05,6.0883905999944545,6.08843090001028,556.1261389382628
87,29,1,5.099998088553548e-05,5.072485199954826,5.072536199935712,538.7515992333755
88,29,2,5.370000144466758e-05,4.793988300021738,4.7940420000231825,527.4102588612243
89,29,3,8.530000923201442e-05,7.044823300035205,7.044908600044437,541.5968099456717
90,30,1,6.659998325631022e-05,5.383163099992089,5.383229699975345,713.5882153570509
91,30,2,7.84999574534595e-05,7.788281999994069,7.788360499951523,638.9888458674113
92,30,3,7.960002403706312e-05,7.292044100002386,7.292123700026423,640.5719876244159
93,31,1,7.730000652372837e-05,4.567501400015317,4.567578700021841,644.000651140275
94,31,2,8.87999776750803e-05,6.394079299992882,6.394168099970557,622.0744065852143
95,31,3,6.029999349266291e-05,7.7410924000432715,7.741152700036764,581.1266624266217
96,32,1,8.50000069476664e-05,9.382713400002103,9.382798400009051,550.6192964859138
97,32,2,7.589999586343765e-05,4.848403699987102,4.848479599982966,626.2692110431082
98,32,3,5.1799986977130175e-05,7.068688999977894,7.068740799964871,588.5811069505312
99,33,1,0.0001585999852977693,5.674748399993405,5.6749069999787025,655.8140098188435
100,33,2,4.870002157986164e-05,3.881993999995757,3.8820427000173368,656.1940729602667
101,33,3,6.009999196976423e-05,6.0154154999763705,6.01547559996834,614.0181671138539
102,34,1,8.020002860575914e-05,6.444165900000371,6.444246100028977,609.6443820819576
103,34,2,5.370000144466758e-05,8.36305360001279,8.363107300014235,651.018086851844
104,34,3,4.299997817724943e-05,4.11065469996538,4.110697699943557,645.0580784120991
105,35,1,5.689996760338545e-05,7.423932900012005,7.4239897999796085,614.8076592627139
106,35,2,5.7999975979328156e-05,4.443321500031743,4.4433795000077225,620.0169682507451
107,35,3,8.3099992480129e-05,7.091553099977318,7.091636199969798,576.0230589595504
108,36,1,4.830001853406429e-05,6.867960300005507,6.868008600024041,730.2724639611783
109,36,2,7.170002209022641e-05,7.820711100008339,7.820782800030429,681.2890531254179
110,36,3,4.5000051613897085e-05,7.949034299992491,7.9490793000441045,655.2393716364335
111,37,1,8.649996016174555e-05,6.330164399987552,6.330250899947714,627.1658523723306
112,37,2,5.089998012408614e-05,3.9481286999653094,3.9481795999454334,638.4210927986587
113,37,3,4.640000406652689e-05,7.34331539995037,7.343361799954437,569.4438603046781
114,38,1,6.230000872164965e-05,6.242536100035068,6.242598400043789,651.6410223384685
115,38,2,9.210000280290842e-05,6.2149179999832995,6.215010099986102,670.3960699685965
116,38,3,7.539999205619097e-05,5.139138099970296,5.139213499962352,662.4674749911361
117,39,1,9.099999442696571e-05,7.322172200016212,7.322263200010639,631.9190359126745
118,39,2,7.280003046616912e-05,6.742298499972094,6.74237130000256,642.2627505733578
119,39,3,4.5900000259280205e-05,6.254493599990383,6.254539499990642,663.1252899038673
120,40,1,6.009999196976423e-05,10.941413499996997,10.941473599988967,631.3176805456442
121,40,2,4.9900030717253685e-05,7.735912100004498,7.735962000035215,661.0905634478049
122,40,3,8.819997310638428e-05,8.470137800031807,8.470226000004914,633.8206309675984
123,41,1,0.0001412000274285674,8.120774400013033,8.120915600040462,540.3868344017598
124,41,2,7.100001676008105e-05,7.9958684999728575,7.995939499989618,621.0926629849062
125,41,3,6.729998858645558e-05,5.305281099979766,5.305348399968352,617.9531230221794
126,42,1,4.719995195046067e-05,6.39967070001876,6.39971789997071,561.4029807236908
127,42,2,4.109996370971203e-05,7.187699600006454,7.187740699970163,574.8071423686542
128,42,3,0.00014949997421354055,19.46575849998044,19.465907999954652,604.2727297134687
129,43,1,0.00012619997141882777,12.538720700016711,12.53884689998813,612.0582902029355
130,43,2,3.5299977753311396e-05,9.360383699997328,9.360418999975082,606.1690950893915
131,43,3,5.029997555539012e-05,7.293001399957575,7.29305169993313,650.9665983739666
132,44,1,9.539996972307563e-05,5.095081899955403,5.095177299925126,600.0123419444149
133,44,2,5.23999915458262e-05,7.305550700053573,7.3056031000451185,655.6219617145042
134,44,3,0.00011129997437819839,10.474553900014143,10.474665199988522,633.0800173342174
135,45,1,5.690002581104636e-05,7.145733000012115,7.145789900037926,658.7222907849454
136,45,2,7.90000194683671e-05,3.8599396999925375,3.860018700012006,738.3152122417323
137,45,3,4.9499969463795424e-05,8.18567630002508,8.185725799994543,656.0141781589047
